Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S05310600034,05/01/2012,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78,Pottawattamie,1081400,TRIPLE SEC,370,Pernod Ricard USA/Austin Nichols,86190,Hiram Walker Triple Sec,12,1000,$2.33,$3.49,12,$41.88,12.00,3.17
S13119700043,07/02/2013,4686,Sunny's Mart / Clinton,630 N 3rd ST,CLINTON,52732,"630 N 3rd ST
CLINTON 52732
(41.850694, -90.189909)",23,Clinton,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15656,Jameson 12YR HA,12,750,$24.00,$35.99,1,$35.99,0.75,0.20
S21466400017,09/30/2014,4172,Shamrock Spirits,1204 WATER ST PO BOX 177,ALDEN,50006,"1204 WATER ST PO BOX 177
ALDEN 50006
(42.520423, -93.376271)",42,Hardin,1081380,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84170,99 Bananas,12,750,$7.80,$11.70,3,$35.10,2.25,0.59
S24617700039,03/19/2015,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23,Clinton,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86691,Jack Daniel's Tennessee Fire Mini,12,500,$4.80,$7.20,12,$86.40,6.00,1.59
S09896100004,01/07/2013,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,"507 W 19th St
SIOUX CITY 51103
(42.510535, -96.420193)",97,Woodbury,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,1000,$4.04,$6.06,24,$145.44,24.00,6.34
S20073300022,07/14/2014,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,"3111 MAIN
KEOKUK 52632
(40.414975, -91.403338)",56,Lee,1012100,CANADIAN WHISKIES,260,Diageo Americas,11298,Crown Royal Canadian Whisky,6,1750,$31.50,$47.24,6,$283.44,10.50,2.77
S13814700001,08/08/2013,4301,Sahota Food Mart,1805 SE 14TH ST,DES MOINES,50320,"1805 SE 14TH ST
DES MOINES 50320
(41.57222, -93.596849)",77,Polk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,$2.00,$2.99,48,$143.52,9.60,2.54
S21517600011,10/01/2014,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,"4200 DODGE ST
DUBUQUE 52003
(42.489025, -90.73695)",31,Dubuque,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81208,Paramount Peppermint Schnapps,6,1750,$7.08,$10.62,6,$63.72,10.50,2.77
S05548400011,05/15/2012,3651,Wal-Mart 1491 / Indianola,1500 NORTH JEFFERSON,INDIANOLA,50125,"1500 NORTH JEFFERSON
INDIANOLA 50125
(41.375082, -93.558439)",91,Warren,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$6.92,$10.38,6,$62.28,10.50,2.77
S27988100028,09/23/2015,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,"3845 ELMORE AVE.
DAVENPORT 52807
(41.559724, -90.52708)",82,Scott,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,80577,Arrow Peppermint Schnapps,12,1000,$3.84,$5.76,12,$69.12,12.00,3.17
S26727700024,07/13/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77,Polk,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,17958,Evan Williams Yr Str Bourbon,6,1750,$14.96,$22.44,6,$134.64,10.50,2.77
S29192700066,11/20/2015,3525,Wines and Spirits,106 W 2ND ST,WASHINGTON,52353,"106 W 2ND ST
WASHINGTON 52353
(41.300399, -91.692213)",92,Washington,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,259,Heaven Hill Brands,65191,Hpnotiq Mini,8,600,$12.44,$18.66,1,$18.66,0.60,0.16
S11706800014,04/18/2013,4384,Kum & Go #2093 / Adel,409 NILE KINNICK DR,ADEL,50003,"409 NILE KINNICK DR
ADEL 50003
(41.613582, -94.017513)",25,Dallas,1031080,VODKA 80 PROOF,260,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,$4.50,$6.75,6,$40.50,2.25,0.59
S14634000011,09/18/2013,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,"1023 9TH ST
ONAWA 51040
(42.025841, -96.095845)",67,Monona,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,$11.00,$16.50,6,$99.00,6.00,1.59
S08360600051,10/16/2012,2641,Hy-Vee Drugstore / Council Bluffs,757 W BROADWAY,COUNCIL BLUFFS,51501,"757 W BROADWAY
COUNCIL BLUFFS 51501
(41.261673, -95.855054)",78,Pottawattamie,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,$17.37,$26.55,6,$159.30,10.50,2.77
S26681200091,07/09/2015,5162,Urbandale Liquor,"6401, DOUGLAS AVE",URBANDALE,50322,"6401, DOUGLAS AVE
URBANDALE 50322
(41.629411, -93.705732)",77,Polk,1022100,TEQUILA,65,Jim Beam Brands,88556,Sauza Blanco Silver,12,750,$9.45,$14.18,3,$42.54,2.25,0.59
S10961700010,03/06/2013,4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,"731 SENECA ST
STORM LAKE 50588
(42.64679, -95.196848)",11,Buena Vista,1012200,SCOTCH WHISKIES,260,Diageo Americas,5326,Johnnie Walker Black,12,750,$20.00,$29.99,2,$59.98,1.50,0.40
S26301800008,06/18/2015,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,"4064 E 53RD ST
DAVENPORT 52807
(41.574973, -90.513769)",82,Scott,1011500,STRAIGHT RYE WHISKIES,306,Mississippi River Distilling Co.,27027,Cody Road Rye,6,750,$19.17,$28.76,6,$172.56,4.50,1.19
S28237000025,10/01/2015,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,10807,Crown Royal Regal Apple,12,750,$15.00,$22.50,12,$270.00,9.00,2.38
S19475300007,06/11/2014,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,"4200 DODGE ST
DUBUQUE 52003
(42.489025, -90.73695)",31,Dubuque,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15628,Jameson,6,1750,$27.49,$41.24,6,$247.44,10.50,2.77
S13129600006,07/02/2013,4628,Oelwein Bottle and Can Inc.,137 2nd AVE SE,OELWEIN,50662,"137 2nd AVE SE
OELWEIN 50662
(42.67564, -91.910523)",33,Fayette,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,$6.51,$9.77,24,$234.48,9.00,2.38
S12487400060,05/30/2013,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,"1700 E WASHINGTON
MOUNT PLEASANT 52641
(40.961243, -91.525484)",44,Henry,1081370,WATERMELON SCHNAPPS,65,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,$7.62,$11.43,12,$137.16,12.00,3.17
S28657500009,10/28/2015,4308,Keystone Liquor and Wine / Coralvill,517  2ND ST STE 2,CORALVILLE,52241,"517 2ND ST STE 2
CORALVILLE 52241
(41.671398, -91.573591)",52,Johnson,1031200,VODKA FLAVORED,205,E AND J GALLO WINERY,40593,New Amsterdam Peach,24,375,$3.50,$5.25,96,$504.00,36.00,9.51
S19379600025,06/05/2014,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,"3424 MARTIN LUTHER KING JR PKW
DES MOINES 50310
(41.626402, -93.651112)",77,Polk,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,$3.50,$5.25,6,$31.50,2.25,0.59
S10181800029,01/22/2013,2962,Dahl's / Johnston,5440 NW 86TH ST,JOHNSTON,50131,"5440 NW 86TH ST
JOHNSTON 50131
(41.659093, -93.736517)",77,Polk,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,$3.30,$4.96,12,$59.52,9.00,2.38
S06024500003,06/12/2012,4547,Fareway Stores #902 / Hampton,309 CENTRAL AVE WEST,HAMPTON,50441,"309 CENTRAL AVE WEST
HAMPTON 50441
(42.741748, -93.211676)",35,Franklin,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,$6.90,$10.35,12,$124.20,9.00,2.38
S11256700007,03/25/2013,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,"210 EAST TOWER PARK DR
WATERLOO 50702
(42.456362, -92.352552)",07,Black Hawk,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5037,Glenlivet 12 Yr Malt Scotch,12,1000,$26.99,$40.49,60,$2429.40,60.00,15.85
S23271800022,12/30/2014,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,"3424 MARTIN LUTHER KING JR PKW
DES MOINES 50310
(41.626402, -93.651112)",77,Polk,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21598,Ten High,6,1750,$9.24,$13.86,3,$41.58,5.25,1.39
S26528800246,07/01/2015,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23,Clinton,1012200,SCOTCH WHISKIES,260,Diageo Americas,5329,Johnnie Walker Blue,6,750,$130.00,$195.00,1,$195.00,0.75,0.20
S24949100005,04/08/2015,4202,Fareway Stores #829 / Sioux City,4267 SERGEANT RD,SIOUX CITY,51106,"4267 SERGEANT RD
SIOUX CITY 51106
(42.451213, -96.356879)",97,Woodbury,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37336,Uv Vodka,12,750,$6.25,$9.50,12,$114.00,9.00,2.38
S08317000011,10/15/2012,4559,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,"633, CHASE ST
OSAGE 50461
(43.285134, -92.811539)",66,Mitchell,1031080,VODKA 80 PROOF,297,Laird And Company,35914,Five O'clock Vodka,24,375,$1.84,$2.75,2,$5.50,0.75,0.20
S21778000011,10/14/2014,4805,Liquor Tobacco & Grocery / Fort Dodg,902 1ST AVE N,FORT DODGE,50501,"902 1ST AVE N
FORT DODGE 50501
(42.50638, -94.185766)",94,Webster,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,12,$121.56,9.00,2.38
S07392600037,08/29/2012,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,"1004 W MADISON ST
WASHINGTON 52353
(41.296576, -91.704551)",92,Washington,1012100,CANADIAN WHISKIES,55,Sazerac North America,12404,Canadian Ltd Whisky,24,375,$1.87,$2.80,6,$16.80,2.25,0.59
S27042500066,07/29/2015,5105,Johncy's Liquor Store,"585, HIGHWAY 965",NORTH LIBERTY,52317,"585, HIGHWAY 965
NORTH LIBERTY 52317
(41.737771, -91.607619)",52,Johnson,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34117,Absolut Mandrin,12,1000,$12.49,$18.74,12,$224.88,12.00,3.17
S16356400016,12/19/2013,4720,Chariton BP,"107, EAST GRACE",CHARITON,50049,"107, EAST GRACE
CHARITON 50049
(41.005257, -93.293445)",59,Lucas,1011100,BLENDED WHISKIES,260,Diageo Americas,25606,Seagrams 7 Crown Bl Whiskey,12,750,$7.00,$10.49,12,$125.88,9.00,2.38
S05162300151,04/23/2012,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,"904 N 8TH ST
CLEAR LAKE 50428
(43.142868, -93.378772)",17,Cerro Gordo,1012100,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,$6.60,$9.90,2,$19.80,0.60,0.16
S12938900004,06/24/2013,4189,Fareway Stores #594 / Manchester,109 EAST MARION ST,MANCHESTER,52057,"109 EAST MARION ST
MANCHESTER 52057
(42.48217, -91.457229)",28,Delaware,1071100,AMERICAN COCKTAILS,395,Proximo,58875,Jose Cuervo Golden Margarita,6,1750,$10.50,$15.74,12,$188.88,21.00,5.55
S12334900019,05/21/2013,4576,THE BOONEDOCKS,228 N HWY 71,ARNOLDS PARK,51331,"228 N HWY 71
ARNOLDS PARK 51331
(43.370811, -95.126015)",30,Dickinson,1031080,VODKA 80 PROOF,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,$3.37,$5.06,24,$121.44,18.00,4.76
S09562700073,12/18/2012,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,"910 N JEFFERSON
INDIANOLA 50125
(41.368503, -93.558425)",91,Warren,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21595,Ten High Traveler,12,750,$4.10,$6.15,12,$73.80,9.00,2.38
S18712600010,04/30/2014,3735,C B Liquor,1202 A AVE EAST,OSKALOOSA,52577,"1202 A AVE EAST
OSKALOOSA 52577
(41.296286, -92.631487)",10,Buchanan,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12478,Canadian Mist Canadian Why Pet,6,1750,$10.50,$15.75,6,$94.50,10.50,2.77
S07600600007,09/10/2012,4408,KUM & GO #2217 / BOONE,315 STORY ST,BOONE,50036,"315 STORY ST
BOONE 50036
(42.058784, -93.879991)",08,Boone,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,$18.08,$27.13,6,$162.78,4.50,1.19
S27905100011,09/15/2015,4205,Fareway Stores #467 / Marshalltown,102 WEST ANSON ST,MARSHALLTOWN,50158,"102 WEST ANSON ST
MARSHALLTOWN 50158
(42.038157, -92.914433)",64,Marshall,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,$11.55,$17.33,6,$103.98,10.50,2.77
S25355700007,04/29/2015,3013,Keith's Foods,207 E LOCUST ST,BLOOMFIELD,52537,"207 E LOCUST ST
BLOOMFIELD 52537
(40.752691, -92.412847)",26,Davis,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,$4.00,$6.00,12,$72.00,9.00,2.38
S17368000024,02/12/2014,4062,H and A Mini Mart Corp,145 UNIVERSITY AVE,DES MOINES,50314,"145 UNIVERSITY AVE
DES MOINES 50314
(41.600419, -93.61947)",77,Polk,1052010,IMPORTED GRAPE BRANDIES,65,Jim Beam Brands,47790,Courvoisier Vs Cognac,24,200,$4.76,$7.14,24,$171.36,4.80,1.27
S13808200025,08/08/2013,4139,University Groceries,2121 UNIVERSITY AVE,DES MOINES,50314,"2121 UNIVERSITY AVE
DES MOINES 50314
",77,Polk,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52312,Christian Bros Brandy,24,200,$1.96,$2.94,24,$70.56,4.80,1.27
S13332200107,07/15/2013,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52,Johnson,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,$7.46,$11.19,6,$67.14,10.50,2.77
S13069100031,07/01/2013,2152,Dugans Supermarket,202 4TH NORTH,ROCKWELL,50469,"202 4TH NORTH
ROCKWELL 50469
(42.987393, -93.188018)",17,Cerro Gordo,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16516,Ancient Age Bourbon,12,750,$6.15,$9.23,1,$9.23,0.75,0.20
S26254600206,06/17/2015,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85,Story,1022100,TEQUILA,434,Luxco-St Louis,89388,Juarez Tequila Gold,6,1750,$13.50,$20.25,6,$121.50,10.50,2.77
S22968200150,12/16/2014,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,"1201 12TH AVE SW
LEMARS 51031
(42.778257, -96.18335)",75,Plymouth,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82780,Dekuyper Buttershots Schnapps Traveler,12,750,$6.30,$9.45,3,$28.35,2.25,0.59
S19136900089,05/23/2014,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,"1013 MAIN
KEOKUK 52632
(40.39978, -91.387531)",56,Lee,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,85526,Dekuyper Signature Blue Curacao,12,750,$5.25,$7.87,2,$15.74,1.50,0.40
S16604600090,12/30/2013,3990,Cork and Bottle / Oskaloosa,309 A AVE WEST,OSKALOOSA,52577,"309 A AVE WEST
OSKALOOSA 52577
(41.296228, -92.648153)",62,Mahaska,1022100,TEQUILA,395,Proximo,87632,El Zarco Silver,12,750,$7.67,$11.50,2,$23.00,1.50,0.40
S26707900118,07/14/2015,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1081200,CREAM LIQUEURS,260,Diageo Americas,68036,Bailey's Original Irish Cream,12,750,$13.25,$19.88,4,$79.52,3.00,0.79
S04970900022,04/10/2012,4306,Northside One Stop / Hampton,1208  4TH ST NE,HAMPTON,50441,"1208 4TH ST NE
HAMPTON 50441
(42.753045, -93.202452)",35,Franklin,1081600,WHISKEY LIQUEUR,259,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,$4.83,$7.25,2,$14.50,1.50,0.40
S05844400013,06/04/2012,4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,"769 PROSPECT ST SW
LE MARS 51031
(42.776296, -96.178479)",75,Plymouth,1081340,ROOT BEER SCHNAPPS,380,Phillips Beverage Company,84617,Phillips Root Beer Schnapps,12,1000,$4.89,$7.33,12,$87.96,12.00,3.17
S27795500020,09/09/2015,4444,Kum & Go #4127 / SLOAN,1864 HWY 141,SLOAN,51055,"1864 HWY 141
SLOAN 51055
(42.228582, -96.236097)",97,Woodbury,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31654,Paramount Gin,24,375,$1.99,$2.99,6,$17.94,2.25,0.59
S29100400125,11/17/2015,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,421,"Sazerac Co., Inc.",64986,French Kiss Tropical Liqueur,12,750,$8.00,$12.00,2,$24.00,1.50,0.40
S15328800031,10/24/2013,3785,Southside Tobacco and Liquor,2424 SW 9TH ST,DES MOINES,50315,"2424 SW 9TH ST
DES MOINES 50315
(41.56373, -93.624729)",77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86669,Jack Daniel's Tennessee Honey,24,375,$6.53,$9.80,2,$19.60,0.75,0.20
S06616700023,07/17/2012,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,"4200 DODGE ST
DUBUQUE 52003
(42.489025, -90.73695)",31,Dubuque,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43038,Bacardi Gold Rum,6,1750,$14.67,$22.00,6,$132.00,10.50,2.77
S18549800047,04/23/2014,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,"6301 UNIVERSITY
CEDAR FALLS 50613
(42.512771, -92.433344)",07,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,$7.58,$11.74,12,$140.88,9.00,2.38
S26006700001,06/03/2015,3909,D And S Grocery,104 SE  A ST,MELCHER-DALLAS,50163,"104 SE A ST
MELCHER-DALLAS 50163
(41.22247, -93.24167)",63,Marion,1022100,TEQUILA,395,Proximo,64615,Jose Cuervo Cinge,12,750,$10.58,$15.87,2,$31.74,1.50,0.40
S23699600001,01/27/2015,4081,Harlan's Food Mart,306 WASHINGTON,STORY CITY,50248,"306 WASHINGTON
STORY CITY 50248
(42.185825, -93.600106)",85,Story,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,$12.08,$18.12,12,$217.44,12.00,3.17
S15496400014,11/04/2013,3747,T-N-T Liquor,110 SOUTH MAIN,SIGOURNEY,52591,"110 SOUTH MAIN
SIGOURNEY 52591
(41.333611, -92.20511)",54,Keokuk,1022100,TEQUILA,434,Luxco-St Louis,89387,Juarez Tequila Gold,12,1000,$6.67,$10.00,3,$30.00,3.00,0.79
S06977500012,08/07/2012,4117,Tobacco Shop / Arnolds Park,612 S HIGHWAY 71 UNIT 4,ARNOLDS PARK,51331,"612 S HIGHWAY 71 UNIT 4
ARNOLDS PARK 51331
(43.360706, -95.141004)",30,Dickinson,1081200,CREAM LIQUEURS,330,Gemini Spirits,80326,Mc Guires Original Cream Liqueur,12,750,$6.40,$9.60,2,$19.20,1.50,0.40
S09487800002,12/13/2012,4348,Jeff's Market / Wilton,101 E 4TH,WILTON,52778,"101 E 4TH
WILTON 52778
(41.588741, -91.015552)",70,Muscatine,1031080,VODKA 80 PROOF,260,Diageo Americas,37998,Smirnoff Vodka 80 Prf,6,1750,$14.50,$21.74,6,$130.44,10.50,2.77
S09564100004,12/18/2012,4114,After 5 Somewhere,704 W 7TH ST PO BOX 372,ATLANTIC,50022,"704 W 7TH ST PO BOX 372
ATLANTIC 50022
(41.404062, -95.023116)",15,Cass,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45247,Paramount Gold Rum,12,1000,$4.33,$6.50,12,$78.00,12.00,3.17
S07364200029,08/28/2012,4146,Fareway Stores #561 / Waverly,220 W BREMER AVE,WAVERLY,50677,"220 W BREMER AVE
WAVERLY 50677
(42.725748, -92.473476)",09,Bremer,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,$6.25,$9.49,3,$28.47,2.25,0.59
S03993100055,02/08/2012,3644,Wal-Mart 2764 / Altoona,3501  8TH ST SW,ALTOONA,50009,"3501 8TH ST SW
ALTOONA 50009
(41.644195, -93.505276)",77,Polk,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81206,Paramount Peppermint Schnapps,12,750,$3.70,$5.55,12,$66.60,9.00,2.38
S28081800011,09/23/2015,2559,Hy-Vee Food Store / Albia,301 HWY. 34 WEST,ALBIA,52531,"301 HWY. 34 WEST
ALBIA 52531
",68,Monroe,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43036,Bacardi Gold Rum,12,750,$8.26,$12.39,12,$148.68,9.00,2.38
S24835000008,04/01/2015,5067,One Stop Liquor,"1101, N  LAKE AVE",STORM LAKE,50588,"1101, N LAKE AVE
STORM LAKE 50588
(42.651369, -95.200761)",11,Buena Vista,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,$9.06,$13.59,2,$27.18,1.00,0.26
S13415800155,07/17/2013,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,"5925 UNIVERSITY AVE STE A
CEDAR FALLS 50613
(42.512766, -92.429371)",07,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42676,Malibu Passion Fruit Rum,12,750,$6.75,$10.49,5,$52.45,3.75,0.99
S04273800032,02/27/2012,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,"2834 Ansborough Ave
WATERLOO 50702
(42.472607, -92.376643)",07,Black Hawk,1032080,IMPORTED VODKA,395,Proximo,34935,Three Olives Vodka,12,750,$11.16,$16.74,4,$66.96,3.00,0.79
S05382400016,05/07/2012,4255,FAREWAY STORES #058 / ORANGE CITY,512  8TH SE,ORANGE CITY,51041,"512 8TH SE
ORANGE CITY 51041
(42.997487, -96.052388)",84,Sioux,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,$8.66,$12.99,3,$38.97,2.25,0.59
S24809200098,03/31/2015,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,"1311 4 STREET SW
WAVERLY 50677
(42.713533, -92.475372)",09,Bremer,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65258,Jagermeister Liqueur,6,1750,$26.05,$39.08,6,$234.48,10.50,2.77
S25923700012,06/01/2015,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"1030 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.035159, -91.649625)",57,Linn,1011200,STRAIGHT BOURBON WHISKIES,125,"Cedar Ridge Vineyards,LLC",17206,Cedar Ridge Bourbon,6,750,$17.60,$26.40,6,$158.40,4.50,1.19
S21599600027,10/07/2014,4634,Kwik Shop #565 / Cedar Rapids,"4201, CENTER POINT RD NE",CEDAR RAPIDS,52402,"4201, CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.021929, -91.665657)",57,Linn,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,$12.05,$18.08,3,$54.24,2.25,0.59
S03432300051,01/04/2012,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647492, -95.202605)",11,Buena Vista,1071100,AMERICAN COCKTAILS,65,Jim Beam Brands,63355,Skinnygirl Margarita,12,750,$7.69,$11.53,2,$23.06,1.50,0.40
S06495000016,07/10/2012,4309,The Party Pantry,430 S 35TH ST,COUNCIL BLUFFS,51501,"430 S 35TH ST
COUNCIL BLUFFS 51501
(41.257663, -95.902023)",78,Pottawattamie,1081380,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,73517,Dekuyper Cactus Juice,12,1000,$7.35,$11.02,2,$22.04,2.00,0.53
S12140900019,05/09/2013,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,"708 13TH ST
BELLE PLAINE 52208
(41.897053, -92.277843)",06,Benton,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,85,Brown-Forman Corporation,77786,Tuaca Perfect Chill,12,750,$11.44,$17.16,1,$17.16,0.75,0.20
