Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S13955300010,08/19/2013,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57,Linn,1022100,TEQUILA,434,Luxco-St Louis,87596,El Mayor Blanco,6,750,$10.00,$15.00,12,$180.00,9.00,2.38
S19947000016,07/07/2014,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43,Harrison,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45274,Paramount White Rum,24,375,$2.96,$4.44,3,$13.32,1.12,0.30
S25318300075,04/28/2015,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,"1610 OKOBOJI AVENUE
MILFORD 51351
(43.331525, -95.149955)",30,Dickinson,1012100,CANADIAN WHISKIES,434,Luxco-St Louis,13036,Canadian Reserve Whisky,12,750,$4.26,$6.39,12,$76.68,9.00,2.38
S13468400032,07/22/2013,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,"480 7TH AVE
MARION 52302
(42.033308, -91.60546)",57,Linn,1031080,VODKA 80 PROOF,55,Sazerac North America,37936,Skol Vodka,12,750,$3.64,$5.45,1,$5.45,0.75,0.20
S03477100033,01/09/2012,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67,Monona,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,$13.01,$19.51,3,$58.53,2.25,0.59
S26714700062,07/13/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77,Polk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,$22.50,$33.75,60,$2025.00,60.00,15.85
S28784500116,11/02/2015,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50,Jasper,1031080,VODKA 80 PROOF,260,Diageo Americas,37414,Popov Vodka 80 Prf,24,375,$3.00,$4.50,5,$22.50,1.88,0.50
S06988900150,08/07/2012,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53,Jones,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,$10.49,$15.73,3,$47.19,2.25,0.59
S14739200020,09/24/2013,4700,J & C Grocery / Allison,"306, N MAIN",ALLISON,50602,"306, N MAIN
ALLISON 50602
(42.75288, -92.795129)",12,Butler,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45274,Paramount White Rum,24,375,$2.84,$4.25,4,$17.00,1.50,0.40
S14858700053,09/30/2013,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77,Polk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,85,Brown-Forman Corporation,64676,Chambord Liqueur Royale De France,12,750,$18.56,$27.84,2,$55.68,1.50,0.40
S06589500068,07/16/2012,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663541, -91.530112)",52,Johnson,1022100,TEQUILA,65,Jim Beam Brands,89836,Hornitos Gold,12,750,$13.11,$19.67,2,$39.34,1.50,0.40
S23538400002,01/16/2015,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1011100,BLENDED WHISKIES,260,Diageo Americas,25601,Seagrams 7 Crown Bl Whiskey Mini,12,500,$6.17,$9.26,1,$9.26,0.50,0.13
S13344600034,07/15/2013,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,"4151 4TH ST SW
MASON CITY 50401
(43.148239, -93.261648)",17,Cerro Gordo,1031080,VODKA 80 PROOF,260,Diageo Americas,37998,Smirnoff Vodka 80 Prf,6,1750,$14.75,$22.12,12,$265.44,21.00,5.55
S18051900008,03/25/2014,3656,Target Store T-1767 / Ankeny,2135 SE DELAWARE AVE,ANKENY,50021,"2135 SE DELAWARE AVE
ANKENY 50021
(41.709322, -93.581201)",77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,$14.04,$21.05,12,$252.60,9.00,2.38
S10762000011,02/25/2013,4019,Wal-Mart 1506 / Manchester,1220 WEST MAIN,MANCHESTER,52057,"1220 WEST MAIN
MANCHESTER 52057
(42.483834, -91.477212)",28,Delaware,1022100,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,12,$486.00,9.00,2.38
S08262100013,10/11/2012,3666,Target Store T-1771 / Cedar Rapids,3400 EDGEWOOD RD SW,CEDAR RAPIDS,52404,"3400 EDGEWOOD RD SW
CEDAR RAPIDS 52404
(41.944272, -91.716111)",57,Linn,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,$7.79,$12.29,6,$73.74,10.50,2.77
S11121300031,03/18/2013,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,"305 AIRPORT RD
AMES 50010
(42.001123, -93.61365)",85,Story,1081600,WHISKEY LIQUEUR,259,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,$4.87,$7.55,12,$90.60,9.00,2.38
S21049400056,09/04/2014,4969,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,"910 N 8TH ST W
CLEAR LAKE 50428
(43.142775, -93.396651)",17,Cerro Gordo,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,$28.69,$43.04,6,$258.24,10.50,2.77
S29033400013,11/12/2015,3041,Shugar's Super Valu / Colfax,28 E HOWARD,COLFAX,50054,"28 E HOWARD
COLFAX 50054
(41.677804, -93.245037)",50,Jasper,1022100,TEQUILA,421,"Sazerac Co., Inc.",88766,Tortilla White Tequila,12,750,$6.20,$9.30,4,$37.20,3.00,0.79
S24016900001,02/12/2015,4091,Fareway Stores #705 / Clear Lake,910 HWY 18 W,CLEAR LAKE,50428,"910 HWY 18 W
CLEAR LAKE 50428
(43.105949, -93.613385)",17,Cerro Gordo,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,$14.75,$22.13,6,$132.78,10.50,2.77
S19957300038,07/07/2014,4939,Urban Liquor,6401 DOUGLAS AVE   STE 1,URBANDALE,50322,"6401 DOUGLAS AVE STE 1
URBANDALE 50322
(41.629411, -93.705732)",77,Polk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,$5.49,$8.24,4,$32.96,0.80,0.21
S05265700199,04/27/2012,4669,Vom Fass / Des Moines,"833, 42ND ST",DES MOINES,50312,"833, 42ND ST
DES MOINES 50312
(41.593431, -93.674384)",77,Polk,1051150,MISCELLANEOUS  BRANDIES,885,"Yahara Bay Distillers, Inc",901167,Williams Pear Brandy,3,750,$19.87,$29.81,3,$89.43,2.25,0.59
S23166300009,12/24/2014,4987,Almost Always Open,419 LINCOLN WAY,AMES,50010,"419 LINCOLN WAY
AMES 50010
(42.022916, -93.616517)",85,Story,1031080,VODKA 80 PROOF,205,E AND J GALLO WINERY,36968,New Amsterdam Vodka,24,375,$3.50,$5.25,6,$31.50,2.25,0.59
S09467400066,12/13/2012,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,"126A WELCH AVE
AMES 50014
(42.022405, -93.650139)",85,Story,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64755,Ciroc Red Berry,12,750,$18.50,$27.74,1,$27.74,0.75,0.20
S06140000018,06/19/2012,2839,CVS Pharmacy #8659 / Davenport,1777 DIVISION ST,DAVENPORT,52804,"1777 DIVISION ST
DAVENPORT 52804
(41.537774, -90.601106)",82,Scott,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,$7.97,$11.95,12,$143.40,9.00,2.38
S07811000015,09/18/2012,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,"807 GRANDVIEW
MUSCATINE 52761
(41.408684, -91.063814)",70,Muscatine,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12478,Canadian Mist Canadian Why Pet,6,1750,$10.50,$15.75,6,$94.50,10.50,2.77
S12344300033,05/21/2013,3465,Hometown Foods / Panora,601 E MAIN,PANORA,50216,"601 E MAIN
PANORA 50216
(41.691828, -94.356268)",39,Guthrie,1051100,APRICOT BRANDIES,55,Sazerac North America,54436,Mr. Boston Apricot Brandy,12,750,$4.50,$6.74,6,$40.44,4.50,1.19
S09922700017,01/08/2013,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,"102 2ND AVE SE
OELWEIN 50662
(42.677024, -91.910502)",33,Fayette,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,$6.50,$9.74,12,$116.88,9.00,2.38
S22293500054,11/10/2014,4764,New Star / Fort Dodge,1923 5TH AVE S,FORT DODGE,50501,"1923 5TH AVE S
FORT DODGE 50501
(42.501162, -94.171822)",94,Webster,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42676,Malibu Passion Fruit Rum,12,750,$7.49,$11.24,3,$33.72,2.25,0.59
S22385600010,11/18/2014,4924,Abby Lea's,"2757, CHARLES CITY RD",NASHUA,50658,"2757, CHARLES CITY RD
NASHUA 50658
(42.959546, -92.548261)",19,Chickasaw,1012100,CANADIAN WHISKIES,260,Diageo Americas,10807,Crown Royal Regal Apple,12,750,$15.00,$22.50,4,$90.00,3.00,0.79
S08736600003,11/06/2012,3929,Liquor And Tobacco Outlet,515 1/2 BROADWAY ST,WATERLOO,50703,"515 1/2 BROADWAY ST
WATERLOO 50703
(42.510417, -92.345102)",07,Black Hawk,1022100,TEQUILA,395,Proximo,89193,Jose Cuervo Especial Reposado Tequila,48,200,$3.00,$4.49,48,$215.52,9.60,2.54
S24435200011,03/10/2015,3744,Payless Foods / Dyersville,733 16TH AVE SE,DYERSVILLE,52040,"733 16TH AVE SE
DYERSVILLE 52040
(42.470204, -91.115768)",31,Dubuque,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,$10.49,$15.99,6,$95.94,10.50,2.77
S14244900059,08/29/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52,Johnson,1031080,VODKA 80 PROOF,55,Sazerac North America,37938,Skol Vodka,6,1750,$7.10,$10.65,6,$63.90,10.50,2.77
S18167900007,03/31/2014,4382,Kum & Go #8 / 8th St / WDM,1293 8TH AVE,WEST DES MOINES,50265,"1293 8TH AVE
WEST DES MOINES 50265
(41.590891, -93.71326)",77,Polk,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$8.75,$13.12,12,$157.44,9.00,2.38
S26070700131,06/08/2015,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78,Pottawattamie,1081600,WHISKEY LIQUEUR,259,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,$5.37,$8.06,2,$16.12,1.50,0.40
S20088200028,07/16/2014,3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,"5811 ELMORE AVE
DAVENPORT 52807
(41.581826, -90.52886)",82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43036,Bacardi Gold Rum,12,750,$7.25,$11.25,12,$135.00,9.00,2.38
S22308800085,11/12/2014,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52,Johnson,1081200,CREAM LIQUEURS,260,Diageo Americas,68022,Bailey's Salted Caramel,12,750,$13.25,$19.88,3,$59.64,2.25,0.59
S26650700243,07/08/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82,Scott,1081200,CREAM LIQUEURS,260,Diageo Americas,68038,Bailey's Original Irish Cream,6,1750,$26.49,$39.74,2,$79.48,3.50,0.92
S24707500013,03/25/2015,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,"4500 SERGEANT ROAD
SIOUX CITY 51106
(42.448057, -96.350374)",97,Woodbury,1011200,STRAIGHT BOURBON WHISKIES,492,Western Spirits Beverage Co. LLC,16825,Bird Dog Bourbon,6,750,$10.00,$15.00,6,$90.00,4.50,1.19
S24580900002,03/18/2015,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 FIRST AVENUE NE,CEDAR RAPIDS,52402,"1556 FIRST AVENUE NE
CEDAR RAPIDS 52402
(41.988968, -91.650752)",57,Linn,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5036,Glenlivet 12 Yr Malt Scotch,12,750,$22.49,$33.74,3,$101.22,2.25,0.59
S24057000039,02/16/2015,5081,Casey's General Store #3035 / Atlant,701 POPLAR ST,ATLANTIC,50022,"701 POPLAR ST
ATLANTIC 50022
(41.403737, -95.014425)",15,Cass,1081200,CREAM LIQUEURS,260,Diageo Americas,68034,Bailey's Original Irish Cream,12,375,$7.00,$10.50,3,$31.50,1.12,0.30
S15301200067,10/23/2013,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,"2827 HAMILTON BLVD
SIOUX CITY 51104
(42.519884, -96.417783)",97,Woodbury,1062300,FLAVORED RUM,260,Diageo Americas,43219,Captain Morgan Parrot Bay Orange,12,750,$7.49,$11.23,96,$1078.08,72.00,19.02
S26491000003,07/07/2015,3872,Target Store T-0086 / Dubuque,3500 DODGE ST,DUBUQUE,52003,"3500 DODGE ST
DUBUQUE 52003
(42.491948, -90.720484)",31,Dubuque,1031080,VODKA 80 PROOF,461,Campari(skyy),37988,Skyy Vodka,6,1750,$17.15,$25.73,1,$25.73,1.75,0.46
S12613400003,06/05/2013,3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,INDEPENDENCE,50644,"302 ENTERPRISE DR SW
INDEPENDENCE 50644
(42.450709, -91.892924)",10,Buchanan,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41783,Uv Blue Raspberry Vodka Mini,6,500,$3.67,$6.10,24,$146.40,12.00,3.17
S04785200022,03/28/2012,3762,Wine and Spirits Gallery,7690 HICKMAN RD,WINDSOR HEIGHTS,50322,"7690 HICKMAN RD
WINDSOR HEIGHTS 50322
(41.61467, -93.722451)",77,Polk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48154,Hennessy Black,12,375,$11.49,$17.24,1,$17.24,0.38,0.10
S23493100011,01/14/2015,4907,Prime Mart,2323 MAIN ST,CEDAR FALLS,50613,"2323 MAIN ST
CEDAR FALLS 50613
(42.516198, -92.44586)",07,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43121,Bacardi Superior Rum Mini,12,500,$5.54,$8.31,4,$33.24,2.00,0.53
S10919700010,03/05/2013,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24156,Hawkeye Blend Whiskey,12,750,$3.35,$5.03,12,$60.36,9.00,2.38
S23536800084,01/16/2015,2601,Hy-Vee Food Store / Fairfield,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,"1300 WEST BURLINGTON AVE
FAIRFIELD 52556
(41.006456, -91.978702)",51,Jefferson,1031200,VODKA FLAVORED,260,Diageo Americas,77658,Smirnoff Cranberry,12,750,$8.25,$12.38,3,$37.14,2.25,0.59
S05259100120,04/26/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,$2.13,$3.19,12,$38.28,12.00,3.17
S11376100050,04/01/2013,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,"1122 BROADWAY
EMMETSBURG 50536
(43.109636, -94.678806)",74,Palo Alto,1012100,CANADIAN WHISKIES,260,Diageo Americas,11348,Seagrams V.o. Bl Canadian Whisky Pet,6,1750,$15.42,$23.13,1,$23.13,1.75,0.46
S06175800029,06/20/2012,3660,Wal-Mart 2935 / Knoxville,814 W BELL AVE,KNOXVILLE,50138,"814 W BELL AVE
KNOXVILLE 50138
",63,Marion,1081365,TROPICAL FRUIT SCHNAPPS,421,"Sazerac Co., Inc.",83906,Maui Blue Hawaiian Schnapps,12,750,$3.67,$5.50,6,$33.00,4.50,1.19
S13924200030,08/15/2013,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
(41.665693, -91.502069)",52,Johnson,1031080,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,$4.16,$6.58,12,$78.96,9.00,2.38
S16185700014,12/10/2013,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1011500,STRAIGHT RYE WHISKIES,65,Jim Beam Brands,27056,Jim Beam Rye,12,750,$11.03,$16.55,12,$198.60,9.00,2.38
S13776400040,08/07/2013,2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,"1516 HIGHWAY 169 NORTH
ALGONA 50511
(43.081288, -94.236003)",55,Kossuth,1031080,VODKA 80 PROOF,297,Laird And Company,35917,Five O'clock Vodka,12,1000,$4.17,$6.25,24,$150.00,24.00,6.34
S19096000040,05/21/2014,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63,Marion,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65257,Jagermeister Liqueur,12,1000,$15.54,$23.31,12,$279.72,12.00,3.17
S13601200006,07/29/2013,3833,Wal-Mart 3394 / Atlantic,1905 EAST 7TH ST,ATLANTIC,50022,"1905 EAST 7TH ST
ATLANTIC 50022
(41.403853, -94.98571)",15,Cass,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,$11.55,$17.32,6,$103.92,10.50,2.77
S21601600011,10/06/2014,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,$12.08,$18.12,24,$434.88,24.00,6.34
S21245300045,09/16/2014,4346,Roy's Foodland,105 PEARL ST,SHELLSBURG,52332,"105 PEARL ST
SHELLSBURG 52332
(42.094181, -91.869288)",06,Benton,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34007,Absolut Swedish Vodka 80 Prf,12,1000,$14.99,$22.49,2,$44.98,2.00,0.53
S28222600026,10/01/2015,4847,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,"1301 EAGLE RIDGE RD
LECLAIRE 52753
(41.587349, -90.359813)",82,Scott,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,$6.50,$9.75,2,$19.50,1.50,0.40
S27944500031,09/16/2015,2551,Hy-Vee Food Store / Chariton,2001 WEST COURT,CHARITON,50049,"2001 WEST COURT
CHARITON 50049
",59,Lucas,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,$10.49,$15.74,12,$188.88,9.00,2.38
S26481800019,06/29/2015,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,"2834 Ansborough Ave
WATERLOO 50702
(42.472607, -92.376643)",07,Black Hawk,1031080,VODKA 80 PROOF,301,Fifth Generation Inc.,38176,Titos Vodka,12,750,$9.65,$14.48,12,$173.76,9.00,2.38
S10667000018,02/18/2013,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85,Story,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69611,Dr. Mcgillicuddy's Apple Pie Schnapps,12,750,$8.32,$12.48,12,$149.76,9.00,2.38
S20240000025,07/22/2014,4426,LIQUOR AND GROCERY DEPOT,114 CENTRAL ST N Suite 1,MARSHALLTOWN,50158,"114 CENTRAL ST N Suite 1
MARSHALLTOWN 50158
",64,Marshall,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,$5.00,$7.50,24,$180.00,9.00,2.38
S11173000017,03/19/2013,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,"910 N JEFFERSON
INDIANOLA 50125
(41.368503, -93.558425)",91,Warren,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,$10.48,$15.98,6,$95.88,10.50,2.77
S23395300024,01/08/2015,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,"6723 NW BLVD UNIT 2
DAVENPORT 52806
",82,Scott,1031080,VODKA 80 PROOF,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,$3.37,$5.06,12,$60.72,9.00,2.38
S24207400035,02/24/2015,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.4918, -90.704724)",31,Dubuque,1012100,CANADIAN WHISKIES,260,Diageo Americas,11298,Crown Royal Canadian Whisky,6,1750,$31.99,$47.99,2,$95.98,3.50,0.92
S12650600029,06/06/2013,3947,Seaton's Flag Foods,122 A EAST FRONT ST,BROOKLYN,52211,"122 A EAST FRONT ST
BROOKLYN 52211
(41.728586, -92.44515)",79,Poweshiek,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),77776,Wild Turkey American Honey,12,750,$10.50,$15.75,1,$15.75,0.75,0.20
S28878500180,11/05/2015,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77,Polk,1081380,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,82626,Dekuyper Cherry Pucker Schnapps,12,750,$6.30,$9.45,3,$28.35,2.25,0.59
S04704600011,03/26/2012,4539,Casey's General Store #40 / Scranton,900 LOCUST ST,SCRANTON,51462,"900 LOCUST ST
SCRANTON 51462
(42.022413, -94.551577)",37,Greene,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$10.89,$16.33,6,$97.98,4.50,1.19
S09424600141,12/11/2012,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,"3301 W KIMBERLY RD
DAVENPORT 52804
",82,Scott,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,33966,Absolut Orient Apple,12,750,$11.00,$16.49,3,$49.47,2.25,0.59
S19609100072,06/18/2014,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,"1023 9TH ST
ONAWA 51040
(42.025841, -96.095845)",67,Monona,1081365,TROPICAL FRUIT SCHNAPPS,65,Jim Beam Brands,82857,Dekuyper Island Punch Pucker,12,1000,$7.62,$11.43,2,$22.86,2.00,0.53
S13145600027,07/03/2013,4310,Fareway Stores #502 / Cherokee,205 WEST BLUFF ST,CHEROKEE,51012,"205 WEST BLUFF ST
CHEROKEE 51012
(42.75508, -95.551866)",18,Cherokee,1062310,SPICED RUM,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,$5.77,$8.66,2,$17.32,1.50,0.40
S18341400015,04/09/2014,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,"1505 SOUTH B AVE
NEVADA 50201
(42.009797, -93.439899)",85,Story,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$11.49,$17.24,2,$34.48,1.50,0.40
S04692900036,03/22/2012,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,"480 7TH AVE
MARION 52302
(42.033308, -91.60546)",57,Linn,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$6.92,$10.38,2,$20.76,3.50,0.92
S26347500007,06/23/2015,4228,Fareway Stores #462 / Vinton,501 A AVE,VINTON,52349,"501 A AVE
VINTON 52349
(42.166166, -92.025603)",06,Benton,1081015,IMPORTED AMARETTO,130,Disaronno International LLC,64136,Disaronno Amaretto,12,750,$13.86,$20.79,12,$249.48,9.00,2.38
S15145100080,10/15/2013,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1081317,GRAPE SCHNAPPS,65,Jim Beam Brands,82636,Dekuyper Grape Pucker Schnapps,12,750,$5.30,$8.45,4,$33.80,3.00,0.79
S23524000005,01/15/2015,4140,Fareway Stores #900 / Euclid,100 EUCLID AVE,DES MOINES,50313,"100 EUCLID AVE
DES MOINES 50313
(41.627684, -93.618724)",77,Polk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53216,Paul Masson Grande Amber Brandy,12,750,$6.30,$9.45,12,$113.40,9.00,2.38
S16498700048,12/26/2013,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517607, -92.455802)",07,Black Hawk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,Campari(skyy),64996,Frangelico Liqueur,12,750,$13.50,$20.25,12,$243.00,9.00,2.38
S13459400039,07/22/2013,4306,Northside One Stop / Hampton,1208  4TH ST NE,HAMPTON,50441,"1208 4TH ST NE
HAMPTON 50441
(42.753045, -93.202452)",35,Franklin,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82844,Dekuyper Peachtree Schnapps,24,375,$3.06,$4.59,3,$13.77,1.12,0.30
